CONTINENT,LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Labour Productivity Value,Labour Compensation Value,Multifactor Productivity Value,G20 Country? Yes/No
Europe,GBR,TOT,IDX2010_1,A,2004,0.93946939,80.836909,99.369059,Yes
Europe,GBR,TOT,IDX2010_1,A,2005,0.958310426,82.661052,100.159731,Yes
Europe,GBR,TOT,IDX2010_1,A,2006,0.97301555,87.708658,101.533593,Yes
Europe,GBR,TOT,IDX2010_1,A,2007,0.989623905,92.1726,102.586074,Yes
Europe,GBR,TOT,IDX2010_1,A,2008,0.977862603,93.900808,101.903643,Yes
Europe,GBR,TOT,IDX2010_1,A,2009,0.951511375,96.34693,98.54715,Yes
Europe,GBR,TOT,IDX2010_1,A,2010,0.96539313,100,100,Yes
Europe,GBR,TOT,IDX2010_1,A,2011,0.976286398,100.053975,100.075505,Yes
Europe,GBR,TOT,IDX2010_1,A,2012,0.979766662,100.816326,99.436228,Yes
Europe,GBR,TOT,IDX2010_1,A,2013,0.988292697,102.946464,99.535694,Yes
Europe,GBR,TOT,IDX2010_1,A,2014,0.993925917,103.123171,99.694629,Yes
Europe,GBR,TOT,IDX2010_1,A,2015,1,105.202513,100.985372,Yes
Europe,GBR,TOT,IDX2010_1,A,2016,1.003182525,107.235883,100.43043,Yes
Europe,GBR,TOT,IDX2010_1,A,2017,1.0114804,110.562601,100.919806,Yes
Europe,GBR,TOT,IDX2010_1,A,2018,1.013531503,113.685693,,Yes
Europe,GBR,TOT,IDX2010_1,A,2019,1.016753997,,,Yes
Europe,GBR,TOT,IDX2010_1,A,2020,1.023156755,,,Yes
North America,USA,TOT,IDX2010_1,A,1960,0.430078711,,,Yes
North America,USA,TOT,IDX2010_1,A,1961,0.443718358,,,Yes
North America,USA,TOT,IDX2010_1,A,1962,0.462842574,,,Yes
North America,USA,TOT,IDX2010_1,A,1963,0.477742054,,,Yes
North America,USA,TOT,IDX2010_1,A,1964,0.494209991,,,Yes
North America,USA,TOT,IDX2010_1,A,1965,0.509756836,,,Yes
North America,USA,TOT,IDX2010_1,A,1966,0.524241644,,,Yes
North America,USA,TOT,IDX2010_1,A,1967,0.532166707,,,Yes
North America,USA,TOT,IDX2010_1,A,1968,0.54409001,,,Yes
North America,USA,TOT,IDX2010_1,A,1969,0.54388142,,,Yes
North America,USA,TOT,IDX2010_1,A,1970,0.542831304,12.502756,,Yes
North America,USA,TOT,IDX2010_1,A,1971,0.558047217,13.412646,,Yes
North America,USA,TOT,IDX2010_1,A,1972,0.569173136,14.332864,,Yes
North America,USA,TOT,IDX2010_1,A,1973,0.578805194,15.271415,,Yes
North America,USA,TOT,IDX2010_1,A,1974,0.564530186,16.65638,,Yes
North America,USA,TOT,IDX2010_1,A,1975,0.572660634,18.267888,,Yes
North America,USA,TOT,IDX2010_1,A,1976,0.587109741,19.651243,,Yes
North America,USA,TOT,IDX2010_1,A,1977,0.591616012,21.14006,,Yes
North America,USA,TOT,IDX2010_1,A,1978,0.594608654,22.827122,,Yes
North America,USA,TOT,IDX2010_1,A,1979,0.592601518,24.893494,,Yes
North America,USA,TOT,IDX2010_1,A,1980,0.586564191,27.500919,,Yes
North America,USA,TOT,IDX2010_1,A,1981,0.596565543,30.168789,,Yes
North America,USA,TOT,IDX2010_1,A,1982,0.593985007,32.634361,,Yes
North America,USA,TOT,IDX2010_1,A,1983,0.615889502,34.21172,,Yes
North America,USA,TOT,IDX2010_1,A,1984,0.633264698,35.910948,,Yes
North America,USA,TOT,IDX2010_1,A,1985,0.642557877,37.951063,77.666695,Yes
North America,USA,TOT,IDX2010_1,A,1986,0.652904903,39.995289,78.628384,Yes
North America,USA,TOT,IDX2010_1,A,1987,0.657778166,41.617473,78.808221,Yes
North America,USA,TOT,IDX2010_1,A,1988,0.664580703,43.893448,79.428183,Yes
North America,USA,TOT,IDX2010_1,A,1989,0.672962735,45.488698,79.774075,Yes
North America,USA,TOT,IDX2010_1,A,1990,0.67662649,48.038195,80.305765,Yes
North America,USA,TOT,IDX2010_1,A,1991,0.681255861,50.699146,80.330677,Yes
North America,USA,TOT,IDX2010_1,A,1992,0.704955342,53.614186,82.388089,Yes
North America,USA,TOT,IDX2010_1,A,1993,0.710446583,54.640352,82.521985,Yes
North America,USA,TOT,IDX2010_1,A,1994,0.717585144,55.805119,83.174579,Yes
North America,USA,TOT,IDX2010_1,A,1995,0.720183116,56.96381,83.067232,Yes
North America,USA,TOT,IDX2010_1,A,1996,0.73327439,59.186205,84.450482,Yes
North America,USA,TOT,IDX2010_1,A,1997,0.748098291,61.212184,85.176431,Yes
North America,USA,TOT,IDX2010_1,A,1998,0.764319555,64.224768,86.294105,Yes
North America,USA,TOT,IDX2010_1,A,1999,0.784713831,67.059866,87.801716,Yes
North America,USA,TOT,IDX2010_1,A,2000,0.803414148,71.440765,89.164597,Yes
North America,USA,TOT,IDX2010_1,A,2001,0.812498591,74.598115,89.832657,Yes
North America,USA,TOT,IDX2010_1,A,2002,0.836190047,76.489566,91.328965,Yes
North America,USA,TOT,IDX2010_1,A,2003,0.859608596,79.587484,93.319382,Yes
North America,USA,TOT,IDX2010_1,A,2004,0.882951961,83.185538,95.156423,Yes
North America,USA,TOT,IDX2010_1,A,2005,0.899699065,86.256324,96.544424,Yes
North America,USA,TOT,IDX2010_1,A,2006,0.90922478,89.565753,96.906161,Yes
North America,USA,TOT,IDX2010_1,A,2007,0.918031888,93.358152,97.136428,Yes
North America,USA,TOT,IDX2010_1,A,2008,0.923221332,96.058518,96.909192,Yes
North America,USA,TOT,IDX2010_1,A,2009,0.93930919,97.801182,97.941093,Yes
North America,USA,TOT,IDX2010_1,A,2010,0.969956352,100,100,Yes
North America,USA,TOT,IDX2010_1,A,2011,0.975555938,102.115587,99.870457,Yes
North America,USA,TOT,IDX2010_1,A,2012,0.981585766,104.24069,99.929595,Yes
North America,USA,TOT,IDX2010_1,A,2013,0.98608281,105.69643,99.97399,Yes
North America,USA,TOT,IDX2010_1,A,2014,0.992361605,108.356824,100.219818,Yes
North America,USA,TOT,IDX2010_1,A,2015,1,111.318203,100.86402,Yes
North America,USA,TOT,IDX2010_1,A,2016,0.998444437,112.788287,100.843088,Yes
North America,USA,TOT,IDX2010_1,A,2017,1.006167045,,101.472379,Yes
North America,USA,TOT,IDX2010_1,A,2018,1.017850013,,,Yes
North America,USA,TOT,IDX2010_1,A,2019,1.033368937,,,Yes
North America,USA,TOT,IDX2010_1,A,2020,1.048546791,,,Yes
South America,CHL,TOT,IDX2010_1,A,1986,0.464879613,,,No
South America,CHL,TOT,IDX2010_1,A,1987,0.477471889,,,No
South America,CHL,TOT,IDX2010_1,A,1988,0.483858322,,,No
South America,CHL,TOT,IDX2010_1,A,1989,0.50687579,,,No
South America,CHL,TOT,IDX2010_1,A,1990,0.514556067,,,No
South America,CHL,TOT,IDX2010_1,A,1991,0.546917864,,,No
South America,CHL,TOT,IDX2010_1,A,1992,0.587242917,,,No
South America,CHL,TOT,IDX2010_1,A,1993,0.594336073,,,No
South America,CHL,TOT,IDX2010_1,A,1994,0.622913693,,,No
South America,CHL,TOT,IDX2010_1,A,1995,0.680923217,,,No
South America,CHL,TOT,IDX2010_1,A,1996,0.720761426,,,No
South America,CHL,TOT,IDX2010_1,A,1997,0.757586211,,,No
South America,CHL,TOT,IDX2010_1,A,1998,0.775685845,,,No
South America,CHL,TOT,IDX2010_1,A,1999,0.781812049,,,No
South America,CHL,TOT,IDX2010_1,A,2000,0.809838911,,,No
South America,CHL,TOT,IDX2010_1,A,2001,0.827236835,,,No
South America,CHL,TOT,IDX2010_1,A,2002,0.83738929,,,No
South America,CHL,TOT,IDX2010_1,A,2003,0.839604776,,,No
South America,CHL,TOT,IDX2010_1,A,2004,0.876270533,,,No
South America,CHL,TOT,IDX2010_1,A,2005,0.892655076,,,No
South America,CHL,TOT,IDX2010_1,A,2006,0.933425079,,,No
South America,CHL,TOT,IDX2010_1,A,2007,0.95275237,,,No
South America,CHL,TOT,IDX2010_1,A,2008,0.957861298,,,No
South America,CHL,TOT,IDX2010_1,A,2009,0.949181166,,,No
South America,CHL,TOT,IDX2010_1,A,2010,0.931497919,,,No
South America,CHL,TOT,IDX2010_1,A,2011,0.939732008,,,No
South America,CHL,TOT,IDX2010_1,A,2012,0.971919436,,,No
South America,CHL,TOT,IDX2010_1,A,2013,0.990440823,,,No
South America,CHL,TOT,IDX2010_1,A,2014,0.992532595,,,No
South America,CHL,TOT,IDX2010_1,A,2015,1,,,No
South America,CHL,TOT,IDX2010_1,A,2016,1.003614241,,,No
South America,CHL,TOT,IDX2010_1,A,2017,0.999459295,,,No
South America,CHL,TOT,IDX2010_1,A,2018,1.025553476,,,No
South America,CHL,TOT,IDX2010_1,A,2019,1.047261338,,,No
South America,CHL,TOT,IDX2010_1,A,2020,1.062527344,,,No
South America,COL,TOT,IDX2010_1,A,2001,0.759134992,,,No
South America,COL,TOT,IDX2010_1,A,2002,0.771801695,,,No
South America,COL,TOT,IDX2010_1,A,2003,0.767199055,,,No
South America,COL,TOT,IDX2010_1,A,2004,0.806917644,,,No
South America,COL,TOT,IDX2010_1,A,2005,0.825319325,,,No
South America,COL,TOT,IDX2010_1,A,2006,0.889296071,,,No
South America,COL,TOT,IDX2010_1,A,2007,0.938474094,,,No
South America,COL,TOT,IDX2010_1,A,2008,0.950383276,,,No
South America,COL,TOT,IDX2010_1,A,2009,0.910742818,,,No
South America,COL,TOT,IDX2010_1,A,2010,0.911105698,,,No
South America,COL,TOT,IDX2010_1,A,2011,0.93879444,,,No
South America,COL,TOT,IDX2010_1,A,2012,0.943533037,,,No
South America,COL,TOT,IDX2010_1,A,2013,0.970133647,,,No
South America,COL,TOT,IDX2010_1,A,2014,0.994500311,,,No
South America,COL,TOT,IDX2010_1,A,2015,1,,,No
South America,COL,TOT,IDX2010_1,A,2016,1.014471576,,,No
South America,COL,TOT,IDX2010_1,A,2017,1.017778532,,,No
South America,COL,TOT,IDX2010_1,A,2018,1.041362718,,,No
South America,COL,TOT,IDX2010_1,A,2019,1.060721719,,,No
South America,COL,TOT,IDX2010_1,A,2020,1.06414908,,,No
Europe,EST,TOT,IDX2010_1,A,1995,0.44118551,,,No
Europe,EST,TOT,IDX2010_1,A,1996,0.475767784,,,No
Europe,EST,TOT,IDX2010_1,A,1997,0.531322289,,,No
Europe,EST,TOT,IDX2010_1,A,1998,0.564749813,,,No
Europe,EST,TOT,IDX2010_1,A,1999,0.588419355,,,No
Europe,EST,TOT,IDX2010_1,A,2000,0.641156713,36.115055,,No
Europe,EST,TOT,IDX2010_1,A,2001,0.678062852,39.701841,,No
Europe,EST,TOT,IDX2010_1,A,2002,0.720519687,43.904676,,No
Europe,EST,TOT,IDX2010_1,A,2003,0.758210193,48.422993,,No
Europe,EST,TOT,IDX2010_1,A,2004,0.809204206,54.032748,,No
Europe,EST,TOT,IDX2010_1,A,2005,0.863649819,58.868304,,No
Europe,EST,TOT,IDX2010_1,A,2006,0.910037987,67.91367,,No
Europe,EST,TOT,IDX2010_1,A,2007,0.97340263,85.225551,,No
Europe,EST,TOT,IDX2010_1,A,2008,0.926425054,95.641482,,No
Europe,EST,TOT,IDX2010_1,A,2009,0.884628638,99.617058,,No
Europe,EST,TOT,IDX2010_1,A,2010,0.946367728,100,,No
Europe,EST,TOT,IDX2010_1,A,2011,0.95553954,98.52656,,No
Europe,EST,TOT,IDX2010_1,A,2012,0.980245384,108.065582,,No
Europe,EST,TOT,IDX2010_1,A,2013,0.987665407,114.139681,,No
Europe,EST,TOT,IDX2010_1,A,2014,1.007454454,121.89477,,No
Europe,EST,TOT,IDX2010_1,A,2015,1,125.903328,,No
Europe,EST,TOT,IDX2010_1,A,2016,1.031858477,134.479701,,No
Europe,EST,TOT,IDX2010_1,A,2017,1.053056932,142.972565,,No
Europe,EST,TOT,IDX2010_1,A,2018,1.080565088,160.098531,,No
Europe,EST,TOT,IDX2010_1,A,2019,1.104983079,,,No
Europe,EST,TOT,IDX2010_1,A,2020,1.128763258,,,No
Asia,ISR,TOT,IDX2010_1,A,1995,0.814861889,53.515884,,No
Asia,ISR,TOT,IDX2010_1,A,1996,0.822448682,60.635569,,No
Asia,ISR,TOT,IDX2010_1,A,1997,0.834751904,65.656852,,No
Asia,ISR,TOT,IDX2010_1,A,1998,0.84752209,71.684481,,No
Asia,ISR,TOT,IDX2010_1,A,1999,0.849917484,75.940856,,No
Asia,ISR,TOT,IDX2010_1,A,2000,0.890581189,79.963039,,No
Asia,ISR,TOT,IDX2010_1,A,2001,0.880585778,84.023009,,No
Asia,ISR,TOT,IDX2010_1,A,2002,0.872496788,83.420877,,No
Asia,ISR,TOT,IDX2010_1,A,2003,0.871899004,82.100801,,No
Asia,ISR,TOT,IDX2010_1,A,2004,0.901278105,83.723595,,No
Asia,ISR,TOT,IDX2010_1,A,2005,0.907971607,85.893315,,No
Asia,ISR,TOT,IDX2010_1,A,2006,0.933382222,92.118859,,No
Asia,ISR,TOT,IDX2010_1,A,2007,0.949677469,94.022258,,No
Asia,ISR,TOT,IDX2010_1,A,2008,0.947204782,96.972622,,No
Asia,ISR,TOT,IDX2010_1,A,2009,0.941247714,96.075819,,No
Asia,ISR,TOT,IDX2010_1,A,2010,0.963998381,100,,No
Asia,ISR,TOT,IDX2010_1,A,2011,0.989158101,104.53416,,No
Asia,ISR,TOT,IDX2010_1,A,2012,0.971678031,108.580479,,No
Asia,ISR,TOT,IDX2010_1,A,2013,0.987034721,111.309662,,No
Asia,ISR,TOT,IDX2010_1,A,2014,0.997368108,113.116538,,No
Asia,ISR,TOT,IDX2010_1,A,2015,1,116.333769,,No
Asia,ISR,TOT,IDX2010_1,A,2016,1.016289009,118.724129,,No
Asia,ISR,TOT,IDX2010_1,A,2017,1.025801922,122.356277,,No
Asia,ISR,TOT,IDX2010_1,A,2018,1.041438192,,,No
Asia,ISR,TOT,IDX2010_1,A,2019,1.053777973,,,No
Asia,ISR,TOT,IDX2010_1,A,2020,1.069694093,,,No
Europe,LVA,TOT,IDX2010_1,A,1995,0.432203604,20.017884,,No
Europe,LVA,TOT,IDX2010_1,A,1996,0.439951643,24.87025,,No
Europe,LVA,TOT,IDX2010_1,A,1997,0.459007303,26.461598,,No
Europe,LVA,TOT,IDX2010_1,A,1998,0.490776249,28.851191,,No
Europe,LVA,TOT,IDX2010_1,A,1999,0.512823234,31.342081,,No
Europe,LVA,TOT,IDX2010_1,A,2000,0.559409543,34.298353,,No
Europe,LVA,TOT,IDX2010_1,A,2001,0.586022037,35.57806,,No
Europe,LVA,TOT,IDX2010_1,A,2002,0.618651228,37.720867,,No
Europe,LVA,TOT,IDX2010_1,A,2003,0.666660223,42.503807,,No
Europe,LVA,TOT,IDX2010_1,A,2004,0.720463247,50.05677,,No
Europe,LVA,TOT,IDX2010_1,A,2005,0.790516144,62.661428,,No
Europe,LVA,TOT,IDX2010_1,A,2006,0.83637016,76.965614,,No
Europe,LVA,TOT,IDX2010_1,A,2007,0.885990917,105.523046,,No
Europe,LVA,TOT,IDX2010_1,A,2008,0.861848631,116.573241,,No
Europe,LVA,TOT,IDX2010_1,A,2009,0.861277761,106.393447,,No
Europe,LVA,TOT,IDX2010_1,A,2010,0.886408719,100,,No
Europe,LVA,TOT,IDX2010_1,A,2011,0.928929281,101.715172,,No
Europe,LVA,TOT,IDX2010_1,A,2012,0.952639947,110.123033,,No
Europe,LVA,TOT,IDX2010_1,A,2013,0.95382594,116.543743,,No
Europe,LVA,TOT,IDX2010_1,A,2014,0.984849772,125.78707,,No
Europe,LVA,TOT,IDX2010_1,A,2015,1,138.628407,,No
Europe,LVA,TOT,IDX2010_1,A,2016,1.023752981,148.769086,,No
Europe,LVA,TOT,IDX2010_1,A,2017,1.071642419,161.971427,,No
Europe,LVA,TOT,IDX2010_1,A,2018,1.104922323,172.70456,,No
Europe,LVA,TOT,IDX2010_1,A,2019,1.131645618,,,No
Europe,LVA,TOT,IDX2010_1,A,2020,1.161813098,,,No
Europe,SVN,TOT,IDX2010_1,A,1995,0.625377588,32.707989,,No
Europe,SVN,TOT,IDX2010_1,A,1996,0.66066337,37.274207,,No
Europe,SVN,TOT,IDX2010_1,A,1997,0.707254516,41.778786,,No
Europe,SVN,TOT,IDX2010_1,A,1998,0.730540423,44.879337,,No
Europe,SVN,TOT,IDX2010_1,A,1999,0.758456878,48.695333,,No
Europe,SVN,TOT,IDX2010_1,A,2000,0.777697273,53.881622,,No
Europe,SVN,TOT,IDX2010_1,A,2001,0.795897856,60.984638,,No
Europe,SVN,TOT,IDX2010_1,A,2002,0.813405386,64.468715,,No
Europe,SVN,TOT,IDX2010_1,A,2003,0.839162672,68.922721,,No
Europe,SVN,TOT,IDX2010_1,A,2004,0.873555786,72.952657,,No
Europe,SVN,TOT,IDX2010_1,A,2005,0.911500172,79.187392,,No
Europe,SVN,TOT,IDX2010_1,A,2006,0.948833379,84.586978,,No
Europe,SVN,TOT,IDX2010_1,A,2007,0.98249132,90.413022,,No
Europe,SVN,TOT,IDX2010_1,A,2008,0.989628697,96.156981,,No
Europe,SVN,TOT,IDX2010_1,A,2009,0.927673387,97.08259,,No
Europe,SVN,TOT,IDX2010_1,A,2010,0.96077898,100,,No
Europe,SVN,TOT,IDX2010_1,A,2011,0.982267699,102.466957,,No
Europe,SVN,TOT,IDX2010_1,A,2012,0.965907086,102.789414,,No
Europe,SVN,TOT,IDX2010_1,A,2013,0.966023021,102.10984,,No
Europe,SVN,TOT,IDX2010_1,A,2014,0.990087101,102.475845,,No
Europe,SVN,TOT,IDX2010_1,A,2015,1,103.131469,,No
Europe,SVN,TOT,IDX2010_1,A,2016,1.012225937,108.984722,,No
Europe,SVN,TOT,IDX2010_1,A,2017,1.031244132,114.420845,,No
Europe,SVN,TOT,IDX2010_1,A,2018,1.046259995,120.057356,,No
Europe,SVN,TOT,IDX2010_1,A,2019,1.06161439,,,No
Europe,SVN,TOT,IDX2010_1,A,2020,1.081317504,,,No
,OECD,TOT,IDX2010_1,A,1960,0.281030621,,,
,OECD,TOT,IDX2010_1,A,1961,0.295642281,,,
,OECD,TOT,IDX2010_1,A,1962,0.312363422,,,
,OECD,TOT,IDX2010_1,A,1963,0.329043344,,,
,OECD,TOT,IDX2010_1,A,1964,0.347016796,,,
,OECD,TOT,IDX2010_1,A,1965,0.360690856,,,
,OECD,TOT,IDX2010_1,A,1966,0.378410592,,,
,OECD,TOT,IDX2010_1,A,1967,0.394711471,,,
,OECD,TOT,IDX2010_1,A,1968,0.41581403,,,
,OECD,TOT,IDX2010_1,A,1969,0.436439229,,,
,OECD,TOT,IDX2010_1,A,1970,0.452615894,,,
,OECD,TOT,IDX2010_1,A,1971,0.467554495,,,
,OECD,TOT,IDX2010_1,A,1972,0.487327094,,,
,OECD,TOT,IDX2010_1,A,1973,0.506784312,,,
,OECD,TOT,IDX2010_1,A,1974,0.507577495,,,
,OECD,TOT,IDX2010_1,A,1975,0.514522539,,,
,OECD,TOT,IDX2010_1,A,1976,0.533426469,,,
,OECD,TOT,IDX2010_1,A,1977,0.545201023,,,
,OECD,TOT,IDX2010_1,A,1978,0.557289855,,,
,OECD,TOT,IDX2010_1,A,1979,0.567923337,,,
,OECD,TOT,IDX2010_1,A,1980,0.568488427,,,
,OECD,TOT,IDX2010_1,A,1981,0.579007193,,,
,OECD,TOT,IDX2010_1,A,1982,0.586447235,,,
,OECD,TOT,IDX2010_1,A,1983,0.603805551,,,
,OECD,TOT,IDX2010_1,A,1984,0.622815613,,,
,OECD,TOT,IDX2010_1,A,1985,0.637992492,,,
,OECD,TOT,IDX2010_1,A,1986,0.649636075,,,
,OECD,TOT,IDX2010_1,A,1987,0.662176173,,,
,OECD,TOT,IDX2010_1,A,1988,0.679497161,,,
,OECD,TOT,IDX2010_1,A,1989,0.691343623,,,
,OECD,TOT,IDX2010_1,A,1990,0.703614056,,,
,OECD,TOT,IDX2010_1,A,1991,0.712085283,,,
,OECD,TOT,IDX2010_1,A,1992,0.729673567,,,
,OECD,TOT,IDX2010_1,A,1993,0.742510955,,,
,OECD,TOT,IDX2010_1,A,1994,0.753204707,,,
,OECD,TOT,IDX2010_1,A,1995,0.767334391,,,
,OECD,TOT,IDX2010_1,A,1996,0.783713404,,,
,OECD,TOT,IDX2010_1,A,1997,0.800804171,,,
,OECD,TOT,IDX2010_1,A,1998,0.812323894,,,
,OECD,TOT,IDX2010_1,A,1999,0.827743039,,,
,OECD,TOT,IDX2010_1,A,2000,0.850673737,,,
,OECD,TOT,IDX2010_1,A,2001,0.858021699,,,
,OECD,TOT,IDX2010_1,A,2002,0.872509974,,,
,OECD,TOT,IDX2010_1,A,2003,0.889076619,,,
,OECD,TOT,IDX2010_1,A,2004,0.909233612,,,
,OECD,TOT,IDX2010_1,A,2005,0.9251045,,,
,OECD,TOT,IDX2010_1,A,2006,0.935635831,,,
,OECD,TOT,IDX2010_1,A,2007,0.948362878,,,
,OECD,TOT,IDX2010_1,A,2008,0.946630027,,,
,OECD,TOT,IDX2010_1,A,2009,0.933440649,,,
,OECD,TOT,IDX2010_1,A,2010,0.956289213,,,
,OECD,TOT,IDX2010_1,A,2011,0.969328423,,,
,OECD,TOT,IDX2010_1,A,2012,0.973095627,,,
,OECD,TOT,IDX2010_1,A,2013,0.981652259,,,
,OECD,TOT,IDX2010_1,A,2014,0.99005675,,,
,OECD,TOT,IDX2010_1,A,2015,1,,,
,OECD,TOT,IDX2010_1,A,2016,1.004021423,,,
,OECD,TOT,IDX2010_1,A,2017,1.014880169,,,
,OECD,TOT,IDX2010_1,A,2018,1.020864422,,,
,OECD,TOT,IDX2010_1,A,2019,1.027596653,,,
,OECD,TOT,IDX2010_1,A,2020,1.037478418,,,
Europe,LTU,TOT,IDX2010_1,A,1995,0.38913149,25.30587,,No
Europe,LTU,TOT,IDX2010_1,A,1996,0.404851209,33.797246,,No
Europe,LTU,TOT,IDX2010_1,A,1997,0.436594447,41.35623,,No
Europe,LTU,TOT,IDX2010_1,A,1998,0.472783865,47.487206,,No
Europe,LTU,TOT,IDX2010_1,A,1999,0.477872024,49.237793,,No
Europe,LTU,TOT,IDX2010_1,A,2000,0.517566117,45.729067,,No
Europe,LTU,TOT,IDX2010_1,A,2001,0.574003656,49.319974,,No
Europe,LTU,TOT,IDX2010_1,A,2002,0.591289846,52.397568,,No
Europe,LTU,TOT,IDX2010_1,A,2003,0.639372032,57.116481,,No
Europe,LTU,TOT,IDX2010_1,A,2004,0.688001981,61.302384,,No
Europe,LTU,TOT,IDX2010_1,A,2005,0.736426494,69.887747,,No
Europe,LTU,TOT,IDX2010_1,A,2006,0.793503999,84.630085,,No
Europe,LTU,TOT,IDX2010_1,A,2007,0.863662821,95.448977,,No
Europe,LTU,TOT,IDX2010_1,A,2008,0.897286707,107.905084,,No
Europe,LTU,TOT,IDX2010_1,A,2009,0.828705624,101.511922,,No
Europe,LTU,TOT,IDX2010_1,A,2010,0.889055246,100,,No
Europe,LTU,TOT,IDX2010_1,A,2011,0.938563523,108.056514,,No
Europe,LTU,TOT,IDX2010_1,A,2012,0.956162802,112.701258,,No
Europe,LTU,TOT,IDX2010_1,A,2013,0.978433116,119.705387,,No
Europe,LTU,TOT,IDX2010_1,A,2014,0.992851185,125.658982,,No
Europe,LTU,TOT,IDX2010_1,A,2015,1,131.357567,,No
Europe,LTU,TOT,IDX2010_1,A,2016,1.002154511,138.025281,,No
Europe,LTU,TOT,IDX2010_1,A,2017,1.049797098,153.377517,,No
Europe,LTU,TOT,IDX2010_1,A,2018,1.076128725,164.465727,,No
Europe,LTU,TOT,IDX2010_1,A,2019,1.103641825,,,No
Europe,LTU,TOT,IDX2010_1,A,2020,1.133659656,,,No
,EA17,TOT,IDX2010_1,A,1991,0.788984287,,,
,EA17,TOT,IDX2010_1,A,1992,0.804840736,,,
,EA17,TOT,IDX2010_1,A,1993,0.81157816,,,
,EA17,TOT,IDX2010_1,A,1994,0.83288838,,,
,EA17,TOT,IDX2010_1,A,1995,0.848525299,,,
,EA17,TOT,IDX2010_1,A,1996,0.858273731,,,
,EA17,TOT,IDX2010_1,A,1997,0.875054194,,,
,EA17,TOT,IDX2010_1,A,1998,0.884636172,,,
,EA17,TOT,IDX2010_1,A,1999,0.892700517,,,
,EA17,TOT,IDX2010_1,A,2000,0.907335044,,,
,EA17,TOT,IDX2010_1,A,2001,0.916460478,,,
,EA17,TOT,IDX2010_1,A,2002,0.920160941,,,
,EA17,TOT,IDX2010_1,A,2003,0.925272276,,,
,EA17,TOT,IDX2010_1,A,2004,0.938733407,,,
,EA17,TOT,IDX2010_1,A,2005,0.947417627,,,
,EA17,TOT,IDX2010_1,A,2006,0.963900323,,,
,EA17,TOT,IDX2010_1,A,2007,0.976975896,,,
,EA17,TOT,IDX2010_1,A,2008,0.973140832,,,
,EA17,TOT,IDX2010_1,A,2009,0.94704291,,,
,EA17,TOT,IDX2010_1,A,2010,0.970887962,,,
,EA17,TOT,IDX2010_1,A,2011,0.984708909,,,
,EA17,TOT,IDX2010_1,A,2012,0.980290539,,,
,EA17,TOT,IDX2010_1,A,2013,0.983726592,,,
,EA17,TOT,IDX2010_1,A,2014,0.991416769,,,
,EA17,TOT,IDX2010_1,A,2015,1,,,
,EA17,TOT,IDX2010_1,A,2016,1.005464196,,,
,EA17,TOT,IDX2010_1,A,2017,1.014361133,,,
,EA17,TOT,IDX2010_1,A,2018,1.018061668,,,
,EA17,TOT,IDX2010_1,A,2019,1.01984949,,,
,EA17,TOT,IDX2010_1,A,2020,1.026607535,,,
